"","Location","Year","Month","average_WindGustSpeed","Lat","Long","State"
"538","Brisbane",2011,"February",28.1785714285714,-27.4689682,153.0234991,"Queensland"
"539","Brisbane",2011,"January",30.8064516129032,-27.4689682,153.0234991,"Queensland"
"540","Brisbane",2011,"July",26.5884075202649,-27.4689682,153.0234991,"Queensland"
"541","Brisbane",2011,"June",24.9877510555089,-27.4689682,153.0234991,"Queensland"
"542","Brisbane",2011,"March",28.1335323924619,-27.4689682,153.0234991,"Queensland"
"543","Brisbane",2011,"May",23.8387096774194,-27.4689682,153.0234991,"Queensland"
"544","Brisbane",2011,"November",27.483630116377,-27.4689682,153.0234991,"Queensland"
"545","Brisbane",2011,"October",29.2903225806452,-27.4689682,153.0234991,"Queensland"
"546","Brisbane",2011,"September",26.6,-27.4689682,153.0234991,"Queensland"
"547","Brisbane",2012,"April",24.1666666666667,-27.4689682,153.0234991,"Queensland"
"548","Brisbane",2012,"August",25.6349247934657,-27.4689682,153.0234991,"Queensland"
"549","Brisbane",2012,"February",28.5172413793103,-27.4689682,153.0234991,"Queensland"
"550","Brisbane",2012,"January",30.3469779835713,-27.4689682,153.0234991,"Queensland"
"551","Brisbane",2012,"July",22.5161290322581,-27.4689682,153.0234991,"Queensland"
"552","Brisbane",2012,"June",25.0666666666667,-27.4689682,153.0234991,"Queensland"
"553","Brisbane",2012,"March",27.4838709677419,-27.4689682,153.0234991,"Queensland"
"554","Brisbane",2012,"May",22.0967741935484,-27.4689682,153.0234991,"Queensland"
"555","Brisbane",2012,"November",29.9,-27.4689682,153.0234991,"Queensland"
"556","Brisbane",2012,"October",31.3225806451613,-27.4689682,153.0234991,"Queensland"
"557","Brisbane",2012,"September",24.8,-27.4689682,153.0234991,"Queensland"
"558","Brisbane",2013,"April",25.0666666666667,-27.4689682,153.0234991,"Queensland"
"559","Brisbane",2013,"August",25.258064516129,-27.4689682,153.0234991,"Queensland"
"560","Brisbane",2013,"December",28,-27.4689682,153.0234991,"Queensland"
"561","Brisbane",2013,"January",33.7847142658467,-27.4689682,153.0234991,"Queensland"
"562","Brisbane",2013,"July",21.2903225806452,-27.4689682,153.0234991,"Queensland"
"563","Brisbane",2013,"June",21.6666666666667,-27.4689682,153.0234991,"Queensland"
"564","Brisbane",2013,"March",31.1731464762481,-27.4689682,153.0234991,"Queensland"
"565","Brisbane",2013,"May",26.5806451612903,-27.4689682,153.0234991,"Queensland"
"566","Brisbane",2013,"November",31.6333333333333,-27.4689682,153.0234991,"Queensland"
"567","Brisbane",2013,"October",31.4516129032258,-27.4689682,153.0234991,"Queensland"
"568","Brisbane",2013,"September",27.9333333333333,-27.4689682,153.0234991,"Queensland"
"569","Brisbane",2014,"April",23.4333333333333,-27.4689682,153.0234991,"Queensland"
"570","Brisbane",2014,"August",28.7096774193548,-27.4689682,153.0234991,"Queensland"
"571","Brisbane",2014,"December",27.8709677419355,-27.4689682,153.0234991,"Queensland"
"572","Brisbane",2014,"February",30.905078393507,-27.4689682,153.0234991,"Queensland"
"573","Brisbane",2014,"January",36.6336877528097,-27.4689682,153.0234991,"Queensland"
"574","Brisbane",2014,"July",24.8709677419355,-27.4689682,153.0234991,"Queensland"
"575","Brisbane",2014,"June",24.7333333333333,-27.4689682,153.0234991,"Queensland"
"576","Brisbane",2014,"March",30.1612903225806,-27.4689682,153.0234991,"Queensland"
"577","Brisbane",2014,"May",25.1612903225806,-27.4689682,153.0234991,"Queensland"
"578","Brisbane",2014,"November",32.6666666666667,-27.4689682,153.0234991,"Queensland"
"579","Brisbane",2014,"October",31.3870967741935,-27.4689682,153.0234991,"Queensland"
"580","Brisbane",2014,"September",28.7333333333333,-27.4689682,153.0234991,"Queensland"
"581","Brisbane",2015,"April",25.3819918814426,-27.4689682,153.0234991,"Queensland"
"582","Brisbane",2015,"August",24.5483870967742,-27.4689682,153.0234991,"Queensland"
"583","Brisbane",2015,"December",29.1612903225806,-27.4689682,153.0234991,"Queensland"
"584","Brisbane",2015,"February",31.4734826476779,-27.4689682,153.0234991,"Queensland"
"585","Brisbane",2015,"January",28.5921415528583,-27.4689682,153.0234991,"Queensland"
"586","Brisbane",2015,"July",26.0322580645161,-27.4689682,153.0234991,"Queensland"
"587","Brisbane",2015,"June",22.8,-27.4689682,153.0234991,"Queensland"
"588","Brisbane",2015,"March",27.4838709677419,-27.4689682,153.0234991,"Queensland"
"589","Brisbane",2015,"May",25.355414526477,-27.4689682,153.0234991,"Queensland"
"590","Brisbane",2015,"November",29.7666666666667,-27.4689682,153.0234991,"Queensland"
"591","Brisbane",2015,"October",28,-27.4689682,153.0234991,"Queensland"
"592","Brisbane",2015,"September",30.1219803786837,-27.4689682,153.0234991,"Queensland"
"593","Brisbane",2016,"April",26.2333333333333,-27.4689682,153.0234991,"Queensland"
"594","Brisbane",2016,"August",25.81734656864,-27.4689682,153.0234991,"Queensland"
"595","Brisbane",2016,"December",30.8387096774194,-27.4689682,153.0234991,"Queensland"
"596","Brisbane",2016,"February",34.2922643776341,-27.4689682,153.0234991,"Queensland"
"597","Brisbane",2016,"January",29.4804288690549,-27.4689682,153.0234991,"Queensland"
"598","Brisbane",2016,"July",22.9354838709677,-27.4689682,153.0234991,"Queensland"
"599","Brisbane",2016,"June",30.6,-27.4689682,153.0234991,"Queensland"
"600","Brisbane",2016,"March",26.9032258064516,-27.4689682,153.0234991,"Queensland"
"601","Brisbane",2016,"May",22.2258064516129,-27.4689682,153.0234991,"Queensland"
"602","Brisbane",2016,"November",31.5200665494427,-27.4689682,153.0234991,"Queensland"
"603","Brisbane",2016,"October",30.8709677419355,-27.4689682,153.0234991,"Queensland"
"604","Brisbane",2016,"September",29.7333333333333,-27.4689682,153.0234991,"Queensland"
"605","Brisbane",2017,"April",26.7494907817803,-27.4689682,153.0234991,"Queensland"
"606","Brisbane",2017,"February",29.8632680066928,-27.4689682,153.0234991,"Queensland"
"607","Brisbane",2017,"January",30.4111227179547,-27.4689682,153.0234991,"Queensland"
"608","Brisbane",2017,"June",23.48,-27.4689682,153.0234991,"Queensland"
"609","Brisbane",2017,"March",27.1290322580645,-27.4689682,153.0234991,"Queensland"
"610","Brisbane",2017,"May",21.7741935483871,-27.4689682,153.0234991,"Queensland"
"611","Cairns",2008,"December",34.1942178865955,-16.9206657,145.7721854,"Queensland"
"612","Cairns",2009,"April",36.0666666666667,-16.9206657,145.7721854,"Queensland"
"613","Cairns",2009,"August",36.9354838709677,-16.9206657,145.7721854,"Queensland"
"614","Cairns",2009,"December",35.0322580645161,-16.9206657,145.7721854,"Queensland"
"615","Cairns",2009,"February",32,-16.9206657,145.7721854,"Queensland"
"616","Cairns",2009,"January",34.2903225806452,-16.9206657,145.7721854,"Queensland"
"617","Cairns",2009,"July",36.1612903225806,-16.9206657,145.7721854,"Queensland"
"618","Cairns",2009,"June",33.2333333333333,-16.9206657,145.7721854,"Queensland"
"619","Cairns",2009,"March",43.08935177891,-16.9206657,145.7721854,"Queensland"
"620","Cairns",2009,"May",37.4516129032258,-16.9206657,145.7721854,"Queensland"
"621","Cairns",2009,"November",37.5333333333333,-16.9206657,145.7721854,"Queensland"
"622","Cairns",2009,"October",37.8064516129032,-16.9206657,145.7721854,"Queensland"
"623","Cairns",2009,"September",37.3,-16.9206657,145.7721854,"Queensland"
"624","Cairns",2010,"April",37.3666666666667,-16.9206657,145.7721854,"Queensland"
"625","Cairns",2010,"August",36.1612903225806,-16.9206657,145.7721854,"Queensland"
"626","Cairns",2010,"December",33.4193548387097,-16.9206657,145.7721854,"Queensland"
"627","Cairns",2010,"February",32.5,-16.9206657,145.7721854,"Queensland"
"628","Cairns",2010,"January",39.1935483870968,-16.9206657,145.7721854,"Queensland"
"629","Cairns",2010,"July",42.1612903225806,-16.9206657,145.7721854,"Queensland"
"630","Cairns",2010,"June",38.0333333333333,-16.9206657,145.7721854,"Queensland"
"631","Cairns",2010,"March",44,-16.9206657,145.7721854,"Queensland"
"632","Cairns",2010,"May",38.0247166471616,-16.9206657,145.7721854,"Queensland"
"633","Cairns",2010,"November",35.1,-16.9206657,145.7721854,"Queensland"
"634","Cairns",2010,"October",40.1935483870968,-16.9206657,145.7721854,"Queensland"
"635","Cairns",2010,"September",35.3,-16.9206657,145.7721854,"Queensland"
"636","Cairns",2011,"August",39.9677419354839,-16.9206657,145.7721854,"Queensland"
"637","Cairns",2011,"December",35.741935483871,-16.9206657,145.7721854,"Queensland"
"638","Cairns",2011,"February",36.9360412730769,-16.9206657,145.7721854,"Queensland"
"639","Cairns",2011,"January",34.5806451612903,-16.9206657,145.7721854,"Queensland"
"640","Cairns",2011,"July",40.0645161290323,-16.9206657,145.7721854,"Queensland"
"641","Cairns",2011,"June",36.2666666666667,-16.9206657,145.7721854,"Queensland"
"642","Cairns",2011,"March",31.1612903225806,-16.9206657,145.7721854,"Queensland"
"643","Cairns",2011,"May",37.3548387096774,-16.9206657,145.7721854,"Queensland"
"644","Cairns",2011,"November",35.1666666666667,-16.9206657,145.7721854,"Queensland"
"645","Cairns",2011,"October",35.4193548387097,-16.9206657,145.7721854,"Queensland"
"646","Cairns",2011,"September",40.7666666666667,-16.9206657,145.7721854,"Queensland"
"647","Cairns",2012,"April",37.7666666666667,-16.9206657,145.7721854,"Queensland"
"648","Cairns",2012,"August",35.8387096774194,-16.9206657,145.7721854,"Queensland"
"649","Cairns",2012,"February",35.8620689655172,-16.9206657,145.7721854,"Queensland"
"650","Cairns",2012,"January",34.5161290322581,-16.9206657,145.7721854,"Queensland"
"651","Cairns",2012,"July",40.0322580645161,-16.9206657,145.7721854,"Queensland"
"652","Cairns",2012,"June",31,-16.9206657,145.7721854,"Queensland"
"653","Cairns",2012,"March",35.6451612903226,-16.9206657,145.7721854,"Queensland"
"654","Cairns",2012,"May",42.9032258064516,-16.9206657,145.7721854,"Queensland"
"655","Cairns",2012,"November",36.3333333333333,-16.9206657,145.7721854,"Queensland"
"656","Cairns",2012,"October",41.3870967741936,-16.9206657,145.7721854,"Queensland"
"657","Cairns",2012,"September",37.3333333333333,-16.9206657,145.7721854,"Queensland"
"658","Cairns",2013,"April",41.3,-16.9206657,145.7721854,"Queensland"
"659","Cairns",2013,"August",36.8064516129032,-16.9206657,145.7721854,"Queensland"
"660","Cairns",2013,"December",38.7096774193548,-16.9206657,145.7721854,"Queensland"
"661","Cairns",2013,"January",40.4516129032258,-16.9206657,145.7721854,"Queensland"
"662","Cairns",2013,"July",45.7741935483871,-16.9206657,145.7721854,"Queensland"
"663","Cairns",2013,"June",38.7333333333333,-16.9206657,145.7721854,"Queensland"
"664","Cairns",2013,"March",41.4838709677419,-16.9206657,145.7721854,"Queensland"
"665","Cairns",2013,"May",43.2258064516129,-16.9206657,145.7721854,"Queensland"
"666","Cairns",2013,"November",36.1,-16.9206657,145.7721854,"Queensland"
"667","Cairns",2013,"October",37.741935483871,-16.9206657,145.7721854,"Queensland"
"668","Cairns",2013,"September",39.1666666666667,-16.9206657,145.7721854,"Queensland"
"669","Cairns",2014,"April",44.3333333333333,-16.9206657,145.7721854,"Queensland"
"670","Cairns",2014,"August",41.3548387096774,-16.9206657,145.7721854,"Queensland"
"671","Cairns",2014,"December",33.9354838709677,-16.9206657,145.7721854,"Queensland"
"672","Cairns",2014,"February",36.75,-16.9206657,145.7721854,"Queensland"
"673","Cairns",2014,"January",42.5755815797395,-16.9206657,145.7721854,"Queensland"
"674","Cairns",2014,"July",38.9677419354839,-16.9206657,145.7721854,"Queensland"
"675","Cairns",2014,"June",41.6333333333333,-16.9206657,145.7721854,"Queensland"
"676","Cairns",2014,"March",42,-16.9206657,145.7721854,"Queensland"
"677","Cairns",2014,"May",42.3870967741936,-16.9206657,145.7721854,"Queensland"
"678","Cairns",2014,"November",37.4333333333333,-16.9206657,145.7721854,"Queensland"
"679","Cairns",2014,"October",41.741935483871,-16.9206657,145.7721854,"Queensland"
"680","Cairns",2014,"September",37.2666666666667,-16.9206657,145.7721854,"Queensland"
"681","Cairns",2015,"April",38.8,-16.9206657,145.7721854,"Queensland"
"682","Cairns",2015,"August",36.3307230203983,-16.9206657,145.7721854,"Queensland"
"683","Cairns",2015,"December",37.0361120260711,-16.9206657,145.7721854,"Queensland"
"684","Cairns",2015,"February",41,-16.9206657,145.7721854,"Queensland"
"685","Cairns",2015,"January",37.1612903225806,-16.9206657,145.7721854,"Queensland"
"686","Cairns",2015,"July",39.9677419354839,-16.9206657,145.7721854,"Queensland"
"687","Cairns",2015,"June",42.4666666666667,-16.9206657,145.7721854,"Queensland"
"688","Cairns",2015,"March",41.6451612903226,-16.9206657,145.7721854,"Queensland"
"689","Cairns",2015,"May",40.3570443949692,-16.9206657,145.7721854,"Queensland"
"690","Cairns",2015,"November",35.0666666666667,-16.9206657,145.7721854,"Queensland"
"691","Cairns",2015,"October",44.2258064516129,-16.9206657,145.7721854,"Queensland"
"692","Cairns",2015,"September",38.1666666666667,-16.9206657,145.7721854,"Queensland"
"693","Cairns",2016,"April",44.8,-16.9206657,145.7721854,"Queensland"
"694","Cairns",2016,"August",40.6774193548387,-16.9206657,145.7721854,"Queensland"
"695","Cairns",2016,"December",36.5161290322581,-16.9206657,145.7721854,"Queensland"
"696","Cairns",2016,"February",34.551724137931,-16.9206657,145.7721854,"Queensland"
"697","Cairns",2016,"January",33.8724680236811,-16.9206657,145.7721854,"Queensland"
"698","Cairns",2016,"July",37.8387096774194,-16.9206657,145.7721854,"Queensland"
"699","Cairns",2016,"June",34.2333333333333,-16.9206657,145.7721854,"Queensland"
"700","Cairns",2016,"March",35.7741935483871,-16.9206657,145.7721854,"Queensland"
"701","Cairns",2016,"May",36.7658791776686,-16.9206657,145.7721854,"Queensland"
"702","Cairns",2016,"November",37.2333333333333,-16.9206657,145.7721854,"Queensland"
"703","Cairns",2016,"October",37.9008578966342,-16.9206657,145.7721854,"Queensland"
"704","Cairns",2016,"September",34.0666666666667,-16.9206657,145.7721854,"Queensland"
"705","Cairns",2017,"April",43.1666666666667,-16.9206657,145.7721854,"Queensland"
"706","Cairns",2017,"February",42.0402754253841,-16.9206657,145.7721854,"Queensland"
"707","Cairns",2017,"January",33.7741935483871,-16.9206657,145.7721854,"Queensland"
"708","Cairns",2017,"June",44.64,-16.9206657,145.7721854,"Queensland"
"709","Cairns",2017,"March",32.8387096774194,-16.9206657,145.7721854,"Queensland"
"710","Cairns",2017,"May",41.7740664659368,-16.9206657,145.7721854,"Queensland"
"711","Canberra",2007,"December",40.5806451612903,-35.2975906,149.1012676,"New South Wales"
"712","Canberra",2007,"November",41.2666666666667,-35.2975906,149.1012676,"New South Wales"
"713","Canberra",2008,"April",35.2666666666667,-35.2975906,149.1012676,"New South Wales"
"714","Canberra",2008,"August",43.8064516129032,-35.2975906,149.1012676,"New South Wales"
"715","Canberra",2008,"December",48.9032258064516,-35.2975906,149.1012676,"New South Wales"
"716","Canberra",2008,"February",40.8965517241379,-35.2975906,149.1012676,"New South Wales"
"717","Canberra",2008,"January",43.0645161290323,-35.2975906,149.1012676,"New South Wales"
"718","Canberra",2008,"July",39.6551636609159,-35.2975906,149.1012676,"New South Wales"
"719","Canberra",2008,"June",33.3333333333333,-35.2975906,149.1012676,"New South Wales"
"720","Canberra",2008,"March",38.3225806451613,-35.2975906,149.1012676,"New South Wales"
"721","Canberra",2008,"May",31.034983147146,-35.2975906,149.1012676,"New South Wales"
"722","Canberra",2008,"November",45.4,-35.2975906,149.1012676,"New South Wales"
"723","Canberra",2008,"October",47.5161290322581,-35.2975906,149.1012676,"New South Wales"
"724","Canberra",2008,"September",44.8666666666667,-35.2975906,149.1012676,"New South Wales"
"725","Canberra",2009,"April",40.9666666666667,-35.2975906,149.1012676,"New South Wales"
"726","Canberra",2009,"August",48.9169411078816,-35.2975906,149.1012676,"New South Wales"
"727","Canberra",2009,"December",48.7695588377274,-35.2975906,149.1012676,"New South Wales"
"728","Canberra",2009,"February",44.4642857142857,-35.2975906,149.1012676,"New South Wales"
"729","Canberra",2009,"January",48.9354838709677,-35.2975906,149.1012676,"New South Wales"
"730","Canberra",2009,"July",42.0645161290323,-35.2975906,149.1012676,"New South Wales"
"731","Canberra",2009,"June",29.8,-35.2975906,149.1012676,"New South Wales"
"732","Canberra",2009,"March",41.9677419354839,-35.2975906,149.1012676,"New South Wales"
"733","Canberra",2009,"May",31.7096774193548,-35.2975906,149.1012676,"New South Wales"
"734","Canberra",2009,"November",52.2618145318702,-35.2975906,149.1012676,"New South Wales"
"735","Canberra",2009,"October",55.9923566391151,-35.2975906,149.1012676,"New South Wales"
"736","Canberra",2009,"September",50.3212746442296,-35.2975906,149.1012676,"New South Wales"
"737","Canberra",2010,"April",32.2,-35.2975906,149.1012676,"New South Wales"
"738","Canberra",2010,"August",43.4838709677419,-35.2975906,149.1012676,"New South Wales"
"739","Canberra",2010,"December",45.7183846730378,-35.2975906,149.1012676,"New South Wales"
"740","Canberra",2010,"February",47.685287234573,-35.2975906,149.1012676,"New South Wales"
"741","Canberra",2010,"January",43.7454922803708,-35.2975906,149.1012676,"New South Wales"
"742","Canberra",2010,"July",30.4342920902756,-35.2975906,149.1012676,"New South Wales"
"743","Canberra",2010,"June",31.9939617830329,-35.2975906,149.1012676,"New South Wales"
"744","Canberra",2010,"March",34.7096774193548,-35.2975906,149.1012676,"New South Wales"
"745","Canberra",2010,"May",29.137473070303,-35.2975906,149.1012676,"New South Wales"
"746","Canberra",2010,"November",38.9988572500957,-35.2975906,149.1012676,"New South Wales"
"747","Canberra",2010,"October",40.6129032258064,-35.2975906,149.1012676,"New South Wales"
"748","Canberra",2010,"September",45.4333333333333,-35.2975906,149.1012676,"New South Wales"
"749","Canberra",2011,"August",43.0452938045886,-35.2975906,149.1012676,"New South Wales"
"750","Canberra",2011,"December",37.55134130068,-35.2975906,149.1012676,"New South Wales"
"751","Canberra",2011,"February",40.4285714285714,-35.2975906,149.1012676,"New South Wales"
"752","Canberra",2011,"January",39.3548387096774,-35.2975906,149.1012676,"New South Wales"
"753","Canberra",2011,"July",41.9418977081716,-35.2975906,149.1012676,"New South Wales"
"754","Canberra",2011,"June",41.4498642367311,-35.2975906,149.1012676,"New South Wales"
"755","Canberra",2011,"March",39.1703167435443,-35.2975906,149.1012676,"New South Wales"
"756","Canberra",2011,"May",36.1967437939658,-35.2975906,149.1012676,"New South Wales"
"757","Canberra",2011,"November",46.6883552358796,-35.2975906,149.1012676,"New South Wales"
"758","Canberra",2011,"October",43.3406124455073,-35.2975906,149.1012676,"New South Wales"
"759","Canberra",2011,"September",46.7596832920797,-35.2975906,149.1012676,"New South Wales"
"760","Canberra",2012,"April",33.8233841372964,-35.2975906,149.1012676,"New South Wales"
"761","Canberra",2012,"August",48.1935483870968,-35.2975906,149.1012676,"New South Wales"
"762","Canberra",2012,"February",38.0344827586207,-35.2975906,149.1012676,"New South Wales"
"763","Canberra",2012,"January",43,-35.2975906,149.1012676,"New South Wales"
"764","Canberra",2012,"July",34.6563109803584,-35.2975906,149.1012676,"New South Wales"
"765","Canberra",2012,"June",34.1859419903718,-35.2975906,149.1012676,"New South Wales"
"766","Canberra",2012,"March",39,-35.2975906,149.1012676,"New South Wales"
"767","Canberra",2012,"May",31.1563584056473,-35.2975906,149.1012676,"New South Wales"
"768","Canberra",2012,"November",42.7368905475984,-35.2975906,149.1012676,"New South Wales"
"769","Canberra",2012,"October",45.6266505146519,-35.2975906,149.1012676,"New South Wales"
"770","Canberra",2012,"September",46.6367597976699,-35.2975906,149.1012676,"New South Wales"
"771","Canberra",2013,"April",36.4804425232733,-35.2975906,149.1012676,"New South Wales"
"772","Canberra",2013,"August",46.2903225806452,-35.2975906,149.1012676,"New South Wales"
"773","Canberra",2013,"December",49.0697078773932,-35.2975906,149.1012676,"New South Wales"
"774","Canberra",2013,"January",47.0071958121393,-35.2975906,149.1012676,"New South Wales"
"775","Canberra",2013,"July",33.3870967741936,-35.2975906,149.1012676,"New South Wales"
"776","Canberra",2013,"June",33.6491536591823,-35.2975906,149.1012676,"New South Wales"
"777","Canberra",2013,"March",38.6428830623927,-35.2975906,149.1012676,"New South Wales"
"778","Canberra",2013,"May",37.3360140715095,-35.2975906,149.1012676,"New South Wales"
"779","Canberra",2013,"November",46.6,-35.2975906,149.1012676,"New South Wales"
"780","Canberra",2013,"October",50.7096774193548,-35.2975906,149.1012676,"New South Wales"
"781","Canberra",2013,"September",44.7,-35.2975906,149.1012676,"New South Wales"
"782","Canberra",2014,"April",30.3666666666667,-35.2975906,149.1012676,"New South Wales"
"783","Canberra",2014,"August",34.7741935483871,-35.2975906,149.1012676,"New South Wales"
"784","Canberra",2014,"December",48.741935483871,-35.2975906,149.1012676,"New South Wales"
"785","Canberra",2014,"February",48.1532366912413,-35.2975906,149.1012676,"New South Wales"
"786","Canberra",2014,"January",45.6810547054835,-35.2975906,149.1012676,"New South Wales"
"787","Canberra",2014,"July",37.9677419354839,-35.2975906,149.1012676,"New South Wales"
"788","Canberra",2014,"June",38.3333333333333,-35.2975906,149.1012676,"New South Wales"
"789","Canberra",2014,"March",37.2258064516129,-35.2975906,149.1012676,"New South Wales"
"790","Canberra",2014,"May",34.0498571752781,-35.2975906,149.1012676,"New South Wales"
"791","Canberra",2014,"November",46.1666666666667,-35.2975906,149.1012676,"New South Wales"
"792","Canberra",2014,"October",45.1645270196961,-35.2975906,149.1012676,"New South Wales"
"793","Canberra",2014,"September",41.6333333333333,-35.2975906,149.1012676,"New South Wales"
"794","Canberra",2015,"April",36.3333333333333,-35.2975906,149.1012676,"New South Wales"
"795","Canberra",2015,"August",41.89243117801,-35.2975906,149.1012676,"New South Wales"
"796","Canberra",2015,"December",44.2272317174882,-35.2975906,149.1012676,"New South Wales"
"797","Canberra",2015,"February",38.8214285714286,-35.2975906,149.1012676,"New South Wales"
"798","Canberra",2015,"January",44.3548387096774,-35.2975906,149.1012676,"New South Wales"
"799","Canberra",2015,"July",34.1612903225806,-35.2975906,149.1012676,"New South Wales"
"800","Canberra",2015,"June",28.8432477688727,-35.2975906,149.1012676,"New South Wales"
"801","Canberra",2015,"March",39.6498217336052,-35.2975906,149.1012676,"New South Wales"
"802","Canberra",2015,"May",36.970301763425,-35.2975906,149.1012676,"New South Wales"
"803","Canberra",2015,"November",44.7791784915763,-35.2975906,149.1012676,"New South Wales"
"804","Canberra",2015,"October",42.9478215082518,-35.2975906,149.1012676,"New South Wales"
"805","Canberra",2015,"September",40.4040287422948,-35.2975906,149.1012676,"New South Wales"
"806","Canberra",2016,"April",34.8666666666667,-35.2975906,149.1012676,"New South Wales"
"807","Canberra",2016,"August",37.6774193548387,-35.2975906,149.1012676,"New South Wales"
"808","Canberra",2016,"December",44.1996549233614,-35.2975906,149.1012676,"New South Wales"
"809","Canberra",2016,"February",40.6551724137931,-35.2975906,149.1012676,"New South Wales"
"810","Canberra",2016,"January",44.2258064516129,-35.2975906,149.1012676,"New South Wales"
"811","Canberra",2016,"July",41.5161290322581,-35.2975906,149.1012676,"New South Wales"
"812","Canberra",2016,"June",37.3666666666667,-35.2975906,149.1012676,"New South Wales"
"813","Canberra",2016,"March",38.8387096774194,-35.2975906,149.1012676,"New South Wales"
"814","Canberra",2016,"May",44.9354838709677,-35.2975906,149.1012676,"New South Wales"
"815","Canberra",2016,"November",48.1867434765523,-35.2975906,149.1012676,"New South Wales"
"816","Canberra",2016,"October",49,-35.2975906,149.1012676,"New South Wales"
"817","Canberra",2016,"September",41.6333333333333,-35.2975906,149.1012676,"New South Wales"
"818","Canberra",2017,"April",33.0993412821554,-35.2975906,149.1012676,"New South Wales"
"819","Canberra",2017,"February",45.7142857142857,-35.2975906,149.1012676,"New South Wales"
"820","Canberra",2017,"January",47.1290322580645,-35.2975906,149.1012676,"New South Wales"
"821","Canberra",2017,"June",27.72,-35.2975906,149.1012676,"New South Wales"
"822","Canberra",2017,"March",41.343704351945,-35.2975906,149.1012676,"New South Wales"
"823","Canberra",2017,"May",31.4516129032258,-35.2975906,149.1012676,"New South Wales"
"824","Darwin",2008,"August",43.4193548387097,-12.46044,130.8410469,"Northern Territory"
"825","Darwin",2008,"December",41.1597041990608,-12.46044,130.8410469,"Northern Territory"
"826","Darwin",2008,"July",40.8709677419355,-12.46044,130.8410469,"Northern Territory"
"827","Darwin",2008,"November",37.7904528510446,-12.46044,130.8410469,"Northern Territory"
"828","Darwin",2008,"October",42.5483870967742,-12.46044,130.8410469,"Northern Territory"
"829","Darwin",2008,"September",37.4666666666667,-12.46044,130.8410469,"Northern Territory"
"830","Darwin",2009,"April",37.8,-12.46044,130.8410469,"Northern Territory"
"831","Darwin",2009,"August",38.6451612903226,-12.46044,130.8410469,"Northern Territory"
"832","Darwin",2009,"December",41.5417746565936,-12.46044,130.8410469,"Northern Territory"
"833","Darwin",2009,"February",42.6071428571429,-12.46044,130.8410469,"Northern Territory"
"834","Darwin",2009,"January",44.4193548387097,-12.46044,130.8410469,"Northern Territory"
"835","Darwin",2009,"July",38.8064516129032,-12.46044,130.8410469,"Northern Territory"
"836","Darwin",2009,"June",35.1666666666667,-12.46044,130.8410469,"Northern Territory"
"837","Darwin",2009,"March",41.5483870967742,-12.46044,130.8410469,"Northern Territory"
"838","Darwin",2009,"May",39,-12.46044,130.8410469,"Northern Territory"
"839","Darwin",2009,"November",40.0344813459242,-12.46044,130.8410469,"Northern Territory"
"840","Darwin",2009,"October",39.6451612903226,-12.46044,130.8410469,"Northern Territory"
"841","Darwin",2009,"September",38.3666666666667,-12.46044,130.8410469,"Northern Territory"
"842","Darwin",2010,"April",36.5,-12.46044,130.8410469,"Northern Territory"
"843","Darwin",2010,"August",40.5483870967742,-12.46044,130.8410469,"Northern Territory"
"844","Darwin",2010,"December",39.8060118738982,-12.46044,130.8410469,"Northern Territory"
"845","Darwin",2010,"February",46.6785714285714,-12.46044,130.8410469,"Northern Territory"
"846","Darwin",2010,"January",49.4193548387097,-12.46044,130.8410469,"Northern Territory"
"847","Darwin",2010,"July",44.5161290322581,-12.46044,130.8410469,"Northern Territory"
"848","Darwin",2010,"June",41.6,-12.46044,130.8410469,"Northern Territory"
"849","Darwin",2010,"March",39.2903225806452,-12.46044,130.8410469,"Northern Territory"
"850","Darwin",2010,"May",38.7096774193548,-12.46044,130.8410469,"Northern Territory"
"851","Darwin",2010,"November",39.3333333333333,-12.46044,130.8410469,"Northern Territory"
"852","Darwin",2010,"October",40.9354838709677,-12.46044,130.8410469,"Northern Territory"
"853","Darwin",2010,"September",42.2333333333333,-12.46044,130.8410469,"Northern Territory"
"854","Darwin",2011,"August",41.9677419354839,-12.46044,130.8410469,"Northern Territory"
"855","Darwin",2011,"December",39.5760768964106,-12.46044,130.8410469,"Northern Territory"
"856","Darwin",2011,"February",48.5714285714286,-12.46044,130.8410469,"Northern Territory"
"857","Darwin",2011,"January",49.9677419354839,-12.46044,130.8410469,"Northern Territory"
"858","Darwin",2011,"July",42.0967741935484,-12.46044,130.8410469,"Northern Territory"
"859","Darwin",2011,"June",38.4,-12.46044,130.8410469,"Northern Territory"
"860","Darwin",2011,"March",42.9975344658859,-12.46044,130.8410469,"Northern Territory"
"861","Darwin",2011,"May",39.1612903225806,-12.46044,130.8410469,"Northern Territory"
"862","Darwin",2011,"November",38.8173685452901,-12.46044,130.8410469,"Northern Territory"
"863","Darwin",2011,"October",40.3548387096774,-12.46044,130.8410469,"Northern Territory"
"864","Darwin",2011,"September",38.4666666666667,-12.46044,130.8410469,"Northern Territory"
"865","Darwin",2012,"April",38.9333333333333,-12.46044,130.8410469,"Northern Territory"
"866","Darwin",2012,"August",38.2903225806452,-12.46044,130.8410469,"Northern Territory"
"867","Darwin",2012,"February",38.8620689655172,-12.46044,130.8410469,"Northern Territory"
"868","Darwin",2012,"January",49.258064516129,-12.46044,130.8410469,"Northern Territory"
