"","Location","Year","Month","average_WindGustSpeed"
"990","Canberra",2014,"November",46.1666666666667
"991","Canberra",2014,"October",45.1645270196961
"992","Canberra",2014,"September",41.6333333333333
"993","Canberra",2015,"April",36.3333333333333
"994","Canberra",2015,"August",41.89243117801
"995","Canberra",2015,"December",44.2272317174882
"996","Canberra",2015,"February",38.8214285714286
"997","Canberra",2015,"January",44.3548387096774
"998","Canberra",2015,"July",34.1612903225806
"999","Canberra",2015,"June",28.8432477688727
"1000","Canberra",2015,"March",39.6498217336052
"1001","Canberra",2015,"May",36.970301763425
"1002","Canberra",2015,"November",44.7791784915763
"1003","Canberra",2015,"October",42.9478215082518
"1004","Canberra",2015,"September",40.4040287422948
"1005","Canberra",2016,"April",34.8666666666667
"1006","Canberra",2016,"August",37.6774193548387
"1007","Canberra",2016,"December",44.1996549233614
"1008","Canberra",2016,"February",40.6551724137931
"1009","Canberra",2016,"January",44.2258064516129
"1010","Canberra",2016,"July",41.5161290322581
"1011","Canberra",2016,"June",37.3666666666667
"1012","Canberra",2016,"March",38.8387096774194
"1013","Canberra",2016,"May",44.9354838709677
"1014","Canberra",2016,"November",48.1867434765523
"1015","Canberra",2016,"October",49
"1016","Canberra",2016,"September",41.6333333333333
"1017","Canberra",2017,"April",33.0993412821554
"1018","Canberra",2017,"February",45.7142857142857
"1019","Canberra",2017,"January",47.1290322580645
"1020","Canberra",2017,"June",27.72
"1021","Canberra",2017,"March",41.343704351945
"1022","Canberra",2017,"May",31.4516129032258
"1023","Cobar",2009,"April",35.6623192110099
"1024","Cobar",2009,"August",33.8064516129032
"1025","Cobar",2009,"December",41.0967741935484
"1026","Cobar",2009,"February",40.2857142857143
"1027","Cobar",2009,"January",43.9677419354839
"1028","Cobar",2009,"July",30.5164534570048
"1029","Cobar",2009,"June",29.5
"1030","Cobar",2009,"March",39.6711839179719
"1031","Cobar",2009,"May",33.3018010879957
"1032","Cobar",2009,"November",42.1333333333333
"1033","Cobar",2009,"October",43.9032258064516
"1034","Cobar",2009,"September",41.6
"1035","Cobar",2010,"April",31.1333333333333
"1036","Cobar",2010,"August",37.1290322580645
"1037","Cobar",2010,"December",38.0990399445497
"1038","Cobar",2010,"February",36.8928571428571
"1039","Cobar",2010,"January",40.1612903225806
"1040","Cobar",2010,"July",30.4838709677419
"1041","Cobar",2010,"June",30.0304823740385
"1042","Cobar",2010,"March",33.9677419354839
"1043","Cobar",2010,"May",31.6451612903226
"1044","Cobar",2010,"November",38.1
"1045","Cobar",2010,"October",37.0645161290323
"1046","Cobar",2010,"September",34.4
"1047","Cobar",2011,"August",33.0967741935484
"1048","Cobar",2011,"December",41.6426645367136
"1049","Cobar",2011,"February",40.1785714285714
"1050","Cobar",2011,"January",42.2918842234198
"1051","Cobar",2011,"July",30.5161290322581
"1052","Cobar",2011,"June",30.5333333333333
"1053","Cobar",2011,"March",36.6179872954324
"1054","Cobar",2011,"May",29.6774193548387
"1055","Cobar",2011,"November",40.9987314690836
"1056","Cobar",2011,"October",37.9677419354839
"1057","Cobar",2011,"September",43.1
"1058","Cobar",2012,"April",32.2333333333333
"1059","Cobar",2012,"August",36.4838709677419
"1060","Cobar",2012,"February",38.6551724137931
"1061","Cobar",2012,"January",45.7096774193548
"1062","Cobar",2012,"July",33.3346615461633
"1063","Cobar",2012,"June",30.2
"1064","Cobar",2012,"March",36.6451612903226
"1065","Cobar",2012,"May",30
"1066","Cobar",2012,"November",42.6255052121977
"1067","Cobar",2012,"October",39.7096774193548
"1068","Cobar",2012,"September",38.8333333333333
"1069","Cobar",2013,"April",33.5056205122421
"1070","Cobar",2013,"August",35.7741935483871
"1071","Cobar",2013,"December",40.8387096774194
"1072","Cobar",2013,"January",43.5806451612903
"1073","Cobar",2013,"July",31.6129032258065
"1074","Cobar",2013,"June",28.5666666666667
"1075","Cobar",2013,"March",38.4838709677419
"1076","Cobar",2013,"May",32.0322580645161
"1077","Cobar",2013,"November",43.3666666666667
"1078","Cobar",2013,"October",45.2903225806452
"1079","Cobar",2013,"September",38.6333333333333
"1080","Cobar",2014,"April",32.1333333333333
"1081","Cobar",2014,"August",36.2761377326904
"1082","Cobar",2014,"December",44.8709677419355
"1083","Cobar",2014,"February",42.3571428571429
"1084","Cobar",2014,"January",42.7320150185917
"1085","Cobar",2014,"July",36.9331881904133
"1086","Cobar",2014,"June",33.3333333333333
"1087","Cobar",2014,"March",35.693465366539
"1088","Cobar",2014,"May",32.1935483870968
"1089","Cobar",2014,"November",41.1666666666667
"1090","Cobar",2014,"October",42.0967741935484
"1091","Cobar",2014,"September",40.1863292327151
"1092","Cobar",2015,"April",35.9333333333333
"1093","Cobar",2015,"August",33.2903225806452
"1094","Cobar",2015,"December",43.6774193548387
"1095","Cobar",2015,"February",42.6368565460268
"1096","Cobar",2015,"January",40.8064516129032
"1097","Cobar",2015,"July",32.4838709677419
"1098","Cobar",2015,"June",27.4666666666667
"1099","Cobar",2015,"March",38.2258064516129
"1100","Cobar",2015,"May",33.0645161290323
"1101","Cobar",2015,"November",41.4333333333333
"1102","Cobar",2015,"October",40.1612903225806
"1103","Cobar",2015,"September",35.5333333333333
"1104","Cobar",2016,"April",34.8333333333333
"1105","Cobar",2016,"August",31.3225806451613
"1106","Cobar",2016,"December",43.5161290322581
"1107","Cobar",2016,"February",41
"1108","Cobar",2016,"January",43.5161290322581
"1109","Cobar",2016,"July",31.7741935483871
"1110","Cobar",2016,"June",32.3666666666667
"1111","Cobar",2016,"March",35.4838709677419
"1112","Cobar",2016,"May",28.0645161290323
"1113","Cobar",2016,"November",41.3333333333333
"1114","Cobar",2016,"October",39.2258064516129
"1115","Cobar",2016,"September",37.1666666666667
"1116","Cobar",2017,"April",35.3333333333333
"1117","Cobar",2017,"February",40.5714285714286
"1118","Cobar",2017,"January",44.4721111643819
"1119","Cobar",2017,"June",26.68
"1120","Cobar",2017,"March",39.0322580645161
"1121","Cobar",2017,"May",29.1612903225806
"1122","CoffsHarbour",2009,"April",38.0333333333333
"1123","CoffsHarbour",2009,"August",35.7741935483871
"1124","CoffsHarbour",2009,"December",43.9776769019062
"1125","CoffsHarbour",2009,"February",40.8571428571429
"1126","CoffsHarbour",2009,"January",41.6774193548387
"1127","CoffsHarbour",2009,"July",35.6129032258064
"1128","CoffsHarbour",2009,"June",35.9247371352588
"1129","CoffsHarbour",2009,"March",37.4838709677419
"1130","CoffsHarbour",2009,"May",38.9677419354839
"1131","CoffsHarbour",2009,"November",47.9066382572986
"1132","CoffsHarbour",2009,"October",50.1624461611312
"1133","CoffsHarbour",2009,"September",42.3666666666667
"1134","CoffsHarbour",2010,"April",33.5333333333333
"1135","CoffsHarbour",2010,"August",37.7485271312236
"1136","CoffsHarbour",2010,"December",37.741935483871
"1137","CoffsHarbour",2010,"February",40.1785714285714
"1138","CoffsHarbour",2010,"January",40.2258064516129
"1139","CoffsHarbour",2010,"July",37.0322580645161
"1140","CoffsHarbour",2010,"June",35.1333333333333
"1141","CoffsHarbour",2010,"March",39.4838709677419
"1142","CoffsHarbour",2010,"May",33.8709677419355
"1143","CoffsHarbour",2010,"November",42.4666666666667
"1144","CoffsHarbour",2010,"October",43.2170057983528
"1145","CoffsHarbour",2010,"September",38
"1146","CoffsHarbour",2011,"August",39.4516129032258
"1147","CoffsHarbour",2011,"December",40.5483870967742
"1148","CoffsHarbour",2011,"February",44.8571428571429
"1149","CoffsHarbour",2011,"January",43.3780782829009
"1150","CoffsHarbour",2011,"July",33.5161290322581
"1151","CoffsHarbour",2011,"June",39.0666666666667
"1152","CoffsHarbour",2011,"March",38.6517710787575
"1153","CoffsHarbour",2011,"May",37.2903225806452
"1154","CoffsHarbour",2011,"November",43.9333333333333
"1155","CoffsHarbour",2011,"October",39.5483870967742
"1156","CoffsHarbour",2011,"September",41.6333333333333
"1157","CoffsHarbour",2012,"April",36.8666666666667
"1158","CoffsHarbour",2012,"August",39.2942733134353
"1159","CoffsHarbour",2012,"February",37.6896551724138
"1160","CoffsHarbour",2012,"January",43.0322580645161
"1161","CoffsHarbour",2012,"July",38.2838786469112
"1162","CoffsHarbour",2012,"June",36.7
"1163","CoffsHarbour",2012,"March",36.5806451612903
"1164","CoffsHarbour",2012,"May",33.0888426182792
"1165","CoffsHarbour",2012,"November",46.7
"1166","CoffsHarbour",2012,"October",44.6451612903226
"1167","CoffsHarbour",2012,"September",40.6333333333333
"1168","CoffsHarbour",2013,"April",33.4333333333333
"1169","CoffsHarbour",2013,"August",34.9032258064516
"1170","CoffsHarbour",2013,"December",44
"1171","CoffsHarbour",2013,"January",45.4193548387097
"1172","CoffsHarbour",2013,"July",36.8974017303197
"1173","CoffsHarbour",2013,"June",34.5
"1174","CoffsHarbour",2013,"March",36.0275393649635
"1175","CoffsHarbour",2013,"May",35.0967741935484
"1176","CoffsHarbour",2013,"November",48.3333333333333
"1177","CoffsHarbour",2013,"October",49.9354838709677
"1178","CoffsHarbour",2013,"September",40.1666666666667
"1179","CoffsHarbour",2014,"April",38.1603664682247
"1180","CoffsHarbour",2014,"August",48.9574044263892
"1181","CoffsHarbour",2014,"December",47.6107398880225
"1182","CoffsHarbour",2014,"February",37.5714285714286
"1183","CoffsHarbour",2014,"January",39.5161290322581
"1184","CoffsHarbour",2014,"July",46.4919945600653
"1185","CoffsHarbour",2014,"June",47.9705290128477
"1186","CoffsHarbour",2014,"March",32.3548387096774
"1187","CoffsHarbour",2014,"May",47.1278141731877
"1188","CoffsHarbour",2014,"November",54.0747817098163
"1189","CoffsHarbour",2014,"October",52.6735599845227
"1190","CoffsHarbour",2014,"September",49.0413627387024
"1191","CoffsHarbour",2015,"April",36.5333333333333
"1192","CoffsHarbour",2015,"August",35.4193548387097
"1193","CoffsHarbour",2015,"December",45.1753139278641
"1194","CoffsHarbour",2015,"February",38.9520147732526
"1195","CoffsHarbour",2015,"January",54.8572541028261
"1196","CoffsHarbour",2015,"July",34.4193548387097
"1197","CoffsHarbour",2015,"June",33.8
"1198","CoffsHarbour",2015,"March",41.5090948303621
"1199","CoffsHarbour",2015,"May",36.9908251485697
"1200","CoffsHarbour",2015,"November",44.0192408332601
"1201","CoffsHarbour",2015,"October",43.5181657925789
"1202","CoffsHarbour",2015,"September",42.9527746632695
"1203","CoffsHarbour",2016,"April",37.8202872933509
"1204","CoffsHarbour",2016,"August",38.902138626263
"1205","CoffsHarbour",2016,"December",47.8584837030259
"1206","CoffsHarbour",2016,"February",37.9655172413793
"1207","CoffsHarbour",2016,"January",41.1695368858655
"1208","CoffsHarbour",2016,"July",32.9677419354839
"1209","CoffsHarbour",2016,"June",38.9602228627851
"1210","CoffsHarbour",2016,"March",37.2848037735168
"1211","CoffsHarbour",2016,"May",31.340306897197
"1212","CoffsHarbour",2016,"November",45.6556232620962
"1213","CoffsHarbour",2016,"October",47.8709677419355
"1214","CoffsHarbour",2016,"September",37.9379880530139
"1215","CoffsHarbour",2017,"April",38.3
"1216","CoffsHarbour",2017,"February",41.7037082377688
"1217","CoffsHarbour",2017,"January",49.2703921071764
"1218","CoffsHarbour",2017,"June",36.68
"1219","CoffsHarbour",2017,"March",41.6451612903226
"1220","CoffsHarbour",2017,"May",30.4193548387097
"1221","Dartmoor",2009,"April",40.4666666666667
"1222","Dartmoor",2009,"August",53.5483870967742
"1223","Dartmoor",2009,"December",48.1612903225806
"1224","Dartmoor",2009,"February",50.0951323338917
"1225","Dartmoor",2009,"January",50.9968022596572
"1226","Dartmoor",2009,"July",42.9032258064516
"1227","Dartmoor",2009,"June",33.7333333333333
"1228","Dartmoor",2009,"March",40.0589032501223
"1229","Dartmoor",2009,"May",31.8709677419355
"1230","Dartmoor",2009,"November",44.9
"1231","Dartmoor",2009,"October",43.3225806451613
"1232","Dartmoor",2009,"September",48.7666666666667
"1233","Dartmoor",2010,"April",37.5666666666667
"1234","Dartmoor",2010,"August",49.0322580645161
"1235","Dartmoor",2010,"December",48.0967741935484
"1236","Dartmoor",2010,"February",45.5357142857143
"1237","Dartmoor",2010,"January",43.6774193548387
"1238","Dartmoor",2010,"July",32.3870967741936
"1239","Dartmoor",2010,"June",33.5
"1240","Dartmoor",2010,"March",40.4516129032258
"1241","Dartmoor",2010,"May",32.4516129032258
"1242","Dartmoor",2010,"November",42.2333333333333
"1243","Dartmoor",2010,"October",42.6129032258064
"1244","Dartmoor",2010,"September",43.1333333333333
"1245","Dartmoor",2011,"August",38.0769983227515
"1246","Dartmoor",2011,"December",39.4516129032258
"1247","Dartmoor",2011,"February",39.6428571428571
"1248","Dartmoor",2011,"January",41.0967741935484
"1249","Dartmoor",2011,"July",38.6451612903226
"1250","Dartmoor",2011,"June",37.1
"1251","Dartmoor",2011,"March",38.1612903225806
"1252","Dartmoor",2011,"May",29.2903225806452
"1253","Dartmoor",2011,"November",41.7333333333333
"1254","Dartmoor",2011,"October",37.5483870967742
"1255","Dartmoor",2011,"September",43.4333333333333
"1256","Dartmoor",2012,"April",37.3
"1257","Dartmoor",2012,"August",43.3161807088782
"1258","Dartmoor",2012,"February",40.5862068965517
"1259","Dartmoor",2012,"January",44.4838709677419
"1260","Dartmoor",2012,"July",31.3548387096774
"1261","Dartmoor",2012,"June",34.2333333333333
"1262","Dartmoor",2012,"March",41.6927322969141
"1263","Dartmoor",2012,"May",34.8709677419355
"1264","Dartmoor",2012,"November",38.9333333333333
"1265","Dartmoor",2012,"October",38.2903225806452
"1266","Dartmoor",2012,"September",42.7333333333333
"1267","Dartmoor",2013,"April",34.0666666666667
"1268","Dartmoor",2013,"August",47.5161290322581
"1269","Dartmoor",2013,"December",39.3225806451613
"1270","Dartmoor",2013,"January",42.741935483871
"1271","Dartmoor",2013,"July",35.0967741935484
"1272","Dartmoor",2013,"June",28.1320741690695
"1273","Dartmoor",2013,"March",42.258064516129
"1274","Dartmoor",2013,"May",32.8709677419355
"1275","Dartmoor",2013,"November",38.7666666666667
"1276","Dartmoor",2013,"October",45.8064516129032
"1277","Dartmoor",2013,"September",41.8333333333333
"1278","Dartmoor",2014,"April",36.4
"1279","Dartmoor",2014,"August",30.6489044534523
"1280","Dartmoor",2014,"December",40.2903225806452
"1281","Dartmoor",2014,"February",41.3571428571429
"1282","Dartmoor",2014,"January",41.5483870967742
"1283","Dartmoor",2014,"July",37.4193548387097
"1284","Dartmoor",2014,"June",35.3333333333333
"1285","Dartmoor",2014,"March",35.8064516129032
"1286","Dartmoor",2014,"May",29.258064516129
"1287","Dartmoor",2014,"November",39.7
"1288","Dartmoor",2014,"October",40
"1289","Dartmoor",2014,"September",37.8666666666667
"1290","Dartmoor",2015,"April",34.2666666666667
"1291","Dartmoor",2015,"August",37.3870967741936
"1292","Dartmoor",2015,"December",44.1290322580645
"1293","Dartmoor",2015,"February",40.5714285714286
"1294","Dartmoor",2015,"January",44.5161290322581
"1295","Dartmoor",2015,"July",38.6774193548387
"1296","Dartmoor",2015,"June",30.5333333333333
"1297","Dartmoor",2015,"March",38.2903225806452
"1298","Dartmoor",2015,"May",39.2903225806452
"1299","Dartmoor",2015,"November",39.8666666666667
"1300","Dartmoor",2015,"October",38.7741935483871
"1301","Dartmoor",2015,"September",33.2333333333333
"1302","Dartmoor",2016,"April",35.5
"1303","Dartmoor",2016,"August",38.4193548387097
"1304","Dartmoor",2016,"December",41.0322580645161
"1305","Dartmoor",2016,"February",37.3103448275862
"1306","Dartmoor",2016,"January",41.6129032258064
"1307","Dartmoor",2016,"July",40.6451612903226
"1308","Dartmoor",2016,"June",33.4
"1309","Dartmoor",2016,"March",36.5161290322581
"1310","Dartmoor",2016,"May",40.8709677419355
"1311","Dartmoor",2016,"November",37.7
"1312","Dartmoor",2016,"October",47.5483870967742
"1313","Dartmoor",2016,"September",38.5
"1314","Dartmoor",2017,"April",31.1
"1315","Dartmoor",2017,"February",39.0224935332247
"1316","Dartmoor",2017,"January",36.741935483871
"1317","Dartmoor",2017,"June",23.68
"1318","Dartmoor",2017,"March",38.0322580645161
"1319","Dartmoor",2017,"May",31.4838709677419
"1320","Darwin",2008,"August",43.4193548387097
"1321","Darwin",2008,"December",41.1597041990608
"1322","Darwin",2008,"July",40.8709677419355
"1323","Darwin",2008,"November",37.7904528510446
"1324","Darwin",2008,"October",42.5483870967742
"1325","Darwin",2008,"September",37.4666666666667
"1326","Darwin",2009,"April",37.8
"1327","Darwin",2009,"August",38.6451612903226
"1328","Darwin",2009,"December",41.5417746565936
"1329","Darwin",2009,"February",42.6071428571429
"1330","Darwin",2009,"January",44.4193548387097
"1331","Darwin",2009,"July",38.8064516129032
"1332","Darwin",2009,"June",35.1666666666667
"1333","Darwin",2009,"March",41.5483870967742
"1334","Darwin",2009,"May",39
"1335","Darwin",2009,"November",40.0344813459242
"1336","Darwin",2009,"October",39.6451612903226
"1337","Darwin",2009,"September",38.3666666666667
"1338","Darwin",2010,"April",36.5
"1339","Darwin",2010,"August",40.5483870967742
"1340","Darwin",2010,"December",39.8060118738982
"1341","Darwin",2010,"February",46.6785714285714
"1342","Darwin",2010,"January",49.4193548387097
"1343","Darwin",2010,"July",44.5161290322581
"1344","Darwin",2010,"June",41.6
"1345","Darwin",2010,"March",39.2903225806452
"1346","Darwin",2010,"May",38.7096774193548
"1347","Darwin",2010,"November",39.3333333333333
"1348","Darwin",2010,"October",40.9354838709677
"1349","Darwin",2010,"September",42.2333333333333
"1350","Darwin",2011,"August",41.9677419354839
"1351","Darwin",2011,"December",39.5760768964106
"1352","Darwin",2011,"February",48.5714285714286
"1353","Darwin",2011,"January",49.9677419354839
"1354","Darwin",2011,"July",42.0967741935484
"1355","Darwin",2011,"June",38.4
"1356","Darwin",2011,"March",42.9975344658859
"1357","Darwin",2011,"May",39.1612903225806
"1358","Darwin",2011,"November",38.8173685452901
"1359","Darwin",2011,"October",40.3548387096774
"1360","Darwin",2011,"September",38.4666666666667
"1361","Darwin",2012,"April",38.9333333333333
"1362","Darwin",2012,"August",38.2903225806452
"1363","Darwin",2012,"February",38.8620689655172
"1364","Darwin",2012,"January",49.258064516129
"1365","Darwin",2012,"July",39.2258064516129
"1366","Darwin",2012,"June",38.6333333333333
"1367","Darwin",2012,"March",43.4193548387097
"1368","Darwin",2012,"May",41.8387096774194
"1369","Darwin",2012,"November",38.5333333333333
"1370","Darwin",2012,"October",36.3225806451613
"1371","Darwin",2012,"September",36.5666666666667
"1372","Darwin",2013,"April",36.5
"1373","Darwin",2013,"August",37.4516129032258
"1374","Darwin",2013,"December",40.7594781952399
"1375","Darwin",2013,"January",48.8636499628605
"1376","Darwin",2013,"July",43.3921120120212
"1377","Darwin",2013,"June",41.8
"1378","Darwin",2013,"March",44.117001895973
"1379","Darwin",2013,"May",40.1237123636228
"1380","Darwin",2013,"November",46.484580420206
"1381","Darwin",2013,"October",40.6774193548387
"1382","Darwin",2013,"September",38.7333333333333
"1383","Darwin",2014,"April",37.2230341867854
"1384","Darwin",2014,"August",44.9032258064516
"1385","Darwin",2014,"December",37.1935483870968
"1386","Darwin",2014,"February",51.1161062108419
"1387","Darwin",2014,"January",51.6451612903226
"1388","Darwin",2014,"July",40.3084764347802
"1389","Darwin",2014,"June",42.9666666666667
"1390","Darwin",2014,"March",38.6756845927767
"1391","Darwin",2014,"May",37.3225806451613
"1392","Darwin",2014,"November",38.9666666666667
"1393","Darwin",2014,"October",38.0522902878903
"1394","Darwin",2014,"September",36.9
"1395","Darwin",2015,"April",38.0302851792425
"1396","Darwin",2015,"August",38.1290322580645
"1397","Darwin",2015,"December",45.7792677262257
"1398","Darwin",2015,"February",43.6071428571429
"1399","Darwin",2015,"January",47.741935483871
"1400","Darwin",2015,"July",41.6774193548387
"1401","Darwin",2015,"June",41.381277009317
"1402","Darwin",2015,"March",40.5161290322581
"1403","Darwin",2015,"May",38.1612903225806
"1404","Darwin",2015,"November",41.047934286048
"1405","Darwin",2015,"October",40.3548387096774
"1406","Darwin",2015,"September",38.1666666666667
"1407","Darwin",2016,"April",39.1666666666667
"1408","Darwin",2016,"August",40.3225806451613
"1409","Darwin",2016,"December",41.1505278095963
"1410","Darwin",2016,"February",43.3448275862069
"1411","Darwin",2016,"January",40.1935483870968
"1412","Darwin",2016,"July",39.3870967741936
"1413","Darwin",2016,"June",37.1
"1414","Darwin",2016,"March",40.1612903225806
"1415","Darwin",2016,"May",38.258064516129
"1416","Darwin",2016,"November",38.2333333333333
"1417","Darwin",2016,"October",40.4516129032258
"1418","Darwin",2016,"September",38.5666666666667
"1419","Darwin",2017,"April",35.3
"1420","Darwin",2017,"February",40.6785714285714
"1421","Darwin",2017,"January",40.0645161290323
"1422","Darwin",2017,"June",39.5989632039517
"1423","Darwin",2017,"March",38.3225806451613
"1424","Darwin",2017,"May",36.3870967741936
"1425","GoldCoast",2008,"December",44.6518093352957
"1426","GoldCoast",2009,"April",45.8333333333333
"1427","GoldCoast",2009,"August",35.3870967741936
"1428","GoldCoast",2009,"December",40.5023599971807
"1429","GoldCoast",2009,"February",44.7142857142857
"1430","GoldCoast",2009,"January",44.5806451612903
"1431","GoldCoast",2009,"July",39.258064516129
"1432","GoldCoast",2009,"June",40.9333333333333
"1433","GoldCoast",2009,"March",47.1935483870968
"1434","GoldCoast",2009,"May",49.4838709677419
"1435","GoldCoast",2009,"November",41.1666666666667
"1436","GoldCoast",2009,"October",45.5110043192943
"1437","GoldCoast",2009,"September",34.8666666666667
"1438","GoldCoast",2010,"April",44.1333333333333
"1439","GoldCoast",2010,"August",39.8064516129032
"1440","GoldCoast",2010,"December",46.4838709677419
"1441","GoldCoast",2010,"February",45.75
"1442","GoldCoast",2010,"January",39.5483870967742
"1443","GoldCoast",2010,"July",40.3870967741936
"1444","GoldCoast",2010,"June",35.3333333333333
"1445","GoldCoast",2010,"March",47.9354838709677
"1446","GoldCoast",2010,"May",41.4922576190063
"1447","GoldCoast",2010,"November",42.6
"1448","GoldCoast",2010,"October",43.2903225806452
"1449","GoldCoast",2010,"September",38.2
"1450","GoldCoast",2011,"August",43.1612903225806
"1451","GoldCoast",2011,"December",52.7096774193548
"1452","GoldCoast",2011,"February",42.75
"1453","GoldCoast",2011,"January",45.0979124774195
"1454","GoldCoast",2011,"July",40.7741935483871
"1455","GoldCoast",2011,"June",35.7
"1456","GoldCoast",2011,"March",43.741935483871
"1457","GoldCoast",2011,"May",40.4193548387097
"1458","GoldCoast",2011,"November",36.8333333333333
"1459","GoldCoast",2011,"October",46.2903225806452
"1460","GoldCoast",2011,"September",41.5
"1461","GoldCoast",2012,"April",45.0333333333333
"1462","GoldCoast",2012,"August",38.0645161290323
"1463","GoldCoast",2012,"February",44.5862068965517
"1464","GoldCoast",2012,"January",49.258064516129
"1465","GoldCoast",2012,"July",41.8387096774194
"1466","GoldCoast",2012,"June",44.9333333333333
"1467","GoldCoast",2012,"March",47.9032258064516
"1468","GoldCoast",2012,"May",37.0322580645161
"1469","GoldCoast",2012,"November",44.0333333333333
"1470","GoldCoast",2012,"October",49
"1471","GoldCoast",2012,"September",40.4666666666667
"1472","GoldCoast",2013,"April",43.5666666666667
"1473","GoldCoast",2013,"August",36.258064516129
"1474","GoldCoast",2013,"December",41.741935483871
"1475","GoldCoast",2013,"January",48.6451612903226
"1476","GoldCoast",2013,"July",40.4838709677419
"1477","GoldCoast",2013,"June",38.9
"1478","GoldCoast",2013,"March",50.6129032258064
"1479","GoldCoast",2013,"May",43.8387096774194
"1480","GoldCoast",2013,"November",47.3
"1481","GoldCoast",2013,"October",46.5806451612903
"1482","GoldCoast",2013,"September",43.2666666666667
"1483","GoldCoast",2014,"April",38.2666666666667
"1484","GoldCoast",2014,"August",49.2670606897483
"1485","GoldCoast",2014,"December",43.8574132462663
"1486","GoldCoast",2014,"February",44.5383682670072
"1487","GoldCoast",2014,"January",47.3870967741936
"1488","GoldCoast",2014,"July",37.1790680465018
"1489","GoldCoast",2014,"June",39.9333333333333
"1490","GoldCoast",2014,"March",43.4838709677419
"1491","GoldCoast",2014,"May",40.6092379425442
"1492","GoldCoast",2014,"November",38.2497706546138
"1493","GoldCoast",2014,"October",44.1635578765023
"1494","GoldCoast",2014,"September",44.3265273174271
"1495","GoldCoast",2015,"April",40.5015407667495
"1496","GoldCoast",2015,"August",35.3225806451613
"1497","GoldCoast",2015,"December",46.258064516129
"1498","GoldCoast",2015,"February",50.4795674700955
"1499","GoldCoast",2015,"January",45.7454971862176
"1500","GoldCoast",2015,"July",40.741935483871
"1501","GoldCoast",2015,"June",40.6175950791376
"1502","GoldCoast",2015,"March",44.35507697582
"1503","GoldCoast",2015,"May",38.1471880333979
"1504","GoldCoast",2015,"November",43.6587218588218
"1505","GoldCoast",2015,"October",38.9354838709677
"1506","GoldCoast",2015,"September",45.859850318823
"1507","GoldCoast",2016,"April",42.9614453070487
"1508","GoldCoast",2016,"August",40.1375924936766
"1509","GoldCoast",2016,"December",39.0322580645161
"1510","GoldCoast",2016,"February",50.2533486657615
"1511","GoldCoast",2016,"January",45.4345750974551
"1512","GoldCoast",2016,"July",36.6477111681034
"1513","GoldCoast",2016,"June",43.9102615841975
"1514","GoldCoast",2016,"March",41.9291036752684
"1515","GoldCoast",2016,"May",33.5003699320218
"1516","GoldCoast",2016,"November",40.0998575272039
"1517","GoldCoast",2016,"October",40.6737088860884
"1518","GoldCoast",2016,"September",41.1679738391812
"1519","GoldCoast",2017,"April",46.0666666666667
"1520","GoldCoast",2017,"February",44.5719105960868
"1521","GoldCoast",2017,"January",41.2321209942081
"1522","GoldCoast",2017,"June",45.72
"1523","GoldCoast",2017,"March",45.8387096774194
"1524","GoldCoast",2017,"May",37.4838709677419
"1525","Hobart",2008,"August",42.2258064516129
"1526","Hobart",2008,"December",51.0322580645161
"1527","Hobart",2008,"July",39.9354838709677
"1528","Hobart",2008,"November",50.5
"1529","Hobart",2008,"October",52.244123860052
"1530","Hobart",2008,"September",59.0379252249996
"1531","Hobart",2009,"April",44.9333333333333
"1532","Hobart",2009,"August",60.2903225806452
"1533","Hobart",2009,"December",51.2258064516129
"1534","Hobart",2009,"February",44.4285714285714
"1535","Hobart",2009,"January",53.4516129032258
"1536","Hobart",2009,"July",49.0849203762989
"1537","Hobart",2009,"June",36.4333333333333
"1538","Hobart",2009,"March",44.7096774193548
"1539","Hobart",2009,"May",45.7741935483871
"1540","Hobart",2009,"November",47.1912603384815
"1541","Hobart",2009,"October",43.1290322580645
"1542","Hobart",2009,"September",56.2666666666667
"1543","Hobart",2010,"April",45.2666666666667
"1544","Hobart",2010,"August",47.8709677419355
"1545","Hobart",2010,"December",48.3870967741936
"1546","Hobart",2010,"February",42.5714285714286
"1547","Hobart",2010,"January",49.8236656265574
"1548","Hobart",2010,"July",39.3548387096774
"1549","Hobart",2010,"June",42.7666666666667
"1550","Hobart",2010,"March",43.2903225806452
"1551","Hobart",2010,"May",39.9032258064516
"1552","Hobart",2010,"November",42.1333333333333
"1553","Hobart",2010,"October",49.8387096774194
"1554","Hobart",2010,"September",59.8
"1555","Hobart",2011,"August",45.3225806451613
"1556","Hobart",2011,"December",41.7096774193548
"1557","Hobart",2011,"February",43.6428571428571
"1558","Hobart",2011,"January",45.1073010296471
"1559","Hobart",2011,"July",53.1935483870968
"1560","Hobart",2011,"June",50.9
"1561","Hobart",2011,"March",47.5515072792168
"1562","Hobart",2011,"May",41.5991564308323
"1563","Hobart",2011,"November",51.4
"1564","Hobart",2011,"October",41.1290322580645
"1565","Hobart",2011,"September",52.6
"1566","Hobart",2012,"April",45.3333333333333
"1567","Hobart",2012,"August",50.0322580645161
"1568","Hobart",2012,"February",40.6206896551724
"1569","Hobart",2012,"January",51.1290322580645
"1570","Hobart",2012,"July",41.8709677419355
"1571","Hobart",2012,"June",43.3333333333333
"1572","Hobart",2012,"March",45.1612903225806
"1573","Hobart",2012,"May",48.9354838709677
"1574","Hobart",2012,"November",43.2333333333333
